title,mal_id,type,chapters,volumes,status,genres,score,rank,author,serializations 
Death Note 13: How to Read - Shinsou,3645,Manga,2,,Finished,"['Comedy', 'Mystery', 'Supernatural']",7.19,5299,"['Obata, Takeshi', 'Ohba, Tsugumi']",Shounen Jump (Weekly)
Death Note: Tokubetsu Yomikiri,123699,One-shot,1,,Finished,"['Drama', 'Mystery', 'Supernatural']",7.51,2510,"['Obata, Takeshi', 'Ohba, Tsugumi']",Jump SQ.
Death Note: Tokubetsu-hen,4941,One-shot,1,,Finished,['Mystery'],7.03,7217,"['Obata, Takeshi', 'Ohba, Tsugumi']",Shounen Jump (Weekly)
Grappler Baki,11425,Manga,371,42,Finished,['Action'],7.71,1478,"['Itagaki, Keisuke']",Shounen Champion (Weekly)
Hanma Baki,7760,Manga,312,37,Finished,"['Action', 'Adventure']",8.13,481,"['Itagaki, Keisuke']",Shounen Champion (Weekly)
Hello Baby,3107,One-shot,1,,Finished,"['Action', 'Drama']",7.04,7110,"['Obata, Takeshi', 'Morita, Masanori']",Jump SQ.
Hungry Joker,45221,Manga,24,3,Finished,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural']",6.65,11618,"['Tabata, Yuuki']",Shounen Jump (Weekly)
Inuyashiki,64465,Manga,85,10,Finished,"['Drama', 'Sci-Fi']",7.59,2019,"['Oku, Hiroya']",Evening
Koukaku Kidoutai: The Ghost in the Shell,1023,Manga,11,1,Finished,"['Action', 'Sci-Fi']",8.02,660,"['Shirow, Masamune']",Young Magazine Kaizokuban
Naruto,11,Manga,700,72,Finished,"['Action', 'Adventure', 'Fantasy']",8.06,590,"['Kishimoto, Masashi']",Shounen Jump (Weekly)
Dogs: Bullets & Carnage,648,Manga,101,10,On Hiatus,"['Action', 'Drama']",8.09,540,"['Miwa, Shirow']",Ultra Jump
Suki na Ko ga Megane wo Wasureta,117332,Manga,,,Publishing,['Slice of Life'],7.97,733,"['Fujichika, Koume']",Gangan Joker
Totsukuni no Shoujo,93972,Manga,53,11,Finished,['Supernatural'],8.3,272,['Nagabe'],Comic Garden
Your Throne,130832,Manhwa,,,Publishing,"['Drama', 'Fantasy', 'Romance']",8.26,324,['SAM'],Naver Webtoon
Aizawa-san Zoushoku,63579,Manga,39,5,Finished,"['Comedy', 'Romance', 'Supernatural']",7.14,5915,"['Shiki, Seiichi']",Gangan Online
Among Us,143336,One-shot,1,,Finished,"['Comedy', 'Sci-Fi']",7.39,3327,['Berabou'],Bessatsu CoroCoro Comic
Ane Doki,14710,Manga,26,3,Finished,"['Comedy', 'Romance', 'Ecchi']",7.43,3077,"['Kawashita, Mizuki']",Shounen Jump (Weekly)
Blame!,149,Manga,66,10,Finished,"['Action', 'Drama', 'Horror', 'Sci-Fi']",8.3,280,"['Nihei, Tsutomu']",Afternoon
Criminale!,96179,Manga,39,4,Finished,"['Comedy', 'Romance']",7.33,3902,"['Mizuiro, Suimin']",MangaONE
Doujima-kun wa Doujinai,129281,Manga,32,3,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.29,4297,['Panyakawa'],Magazine pocket
Gekkou,44167,Light Novel,11,1,Finished,"['Comedy', 'Mystery', 'Romance']",7.92,841,"['Mamiya, Natsuki', 'Shiromiso']",Dengeki Bunko Magazine
Hataraku Maou-sama! High School!,43555,Manga,36,5,Finished,"['Comedy', 'Fantasy', 'Supernatural']",7.26,4556,"['Wagahara, Satoshi', 'Mishima, Kurone']",Dengeki Maoh
Hotarubi no Mori e,3282,Manga,4,1,Finished,"['Drama', 'Romance']",8.08,559,"['Midorikawa, Yuki']",LaLa
Koi to Utatane,108473,Manga,28,3,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.2,5137,"['Toriu, Chinori']",Dengeki Daioh
Machida-kun no Sekai,58141,Manga,28,7,Finished,['Award Winning'],8.37,209,"['Andou, Yuki']",Bessatsu Margaret
Maga-Tsuki,27989,Manga,69,13,Finished,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",7.36,3604,"['Taguchi, Hoshino']",Shounen Sirius
Midori no Hibi,572,Manga,86,8,Finished,"['Comedy', 'Drama', 'Romance', 'Supernatural', 'Ecchi']",7.78,1223,"['Inoue, Kazurou']",Shounen Sunday
Okitegami Kyouko no Bibouroku,90993,Manga,19,5,Finished,['Mystery'],7.51,2516,"['NISIO, ISIN', 'Asami, You']",Shounen Magazine (Monthly)
Omoide Emanon,17465,Manga,9,1,Finished,['Drama'],8.05,609,"['Tsuruta, Kenji', 'Kajio, Shinji']",Comic Ryu
Ookami Shounen wa Kyou mo Uso wo Kasaneru,85802,Manga,34,5,Finished,"['Drama', 'Romance']",7.96,766,['namo'],Famitsu Comic Clear
Rojica to Rakkasei,114793,Manga,25,3,Finished,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",8.06,589,['Kinome'],Kurage Bunch
Saeki-san wa Nemutteru,114627,Manga,52,5,Finished,['Comedy'],7.08,6569,"['Haruhara, Robinson', 'Kokikuji, You']",Palcy
Shimanami Tasogare,97244,Manga,23,4,Finished,"['Drama', 'Slice of Life']",8.53,111,"['Kamatani, Yuhki']",HiBaNa
Shoujo Shuumatsu Ryokou,72467,Manga,47,6,Finished,"['Adventure', 'Award Winning', 'Slice of Life']",8.69,54,['Tsukumizu'],Kurage Bunch
Tokidoki,102165,One-shot,1,,Finished,"['Drama', 'Romance']",8.06,596,"['Komi, Naoshi']",Jump GIGA
Tonari no Seki no Satou-san,122394,Manga,21,3,Finished,"['Romance', 'Slice of Life']",7.4,3290,"['Morisaki, Yuruka', 'sumie']",Comic Polca
Trigun,703,Manga,22,3,Finished,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",7.75,1334,"['Nightow, Yasuhiro']",Shounen Captain
Umineko no Naku Koro ni - Episode 1: Legend of the Golden Witch,3749,Manga,23,4,Finished,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Supernatural']",7.89,908,"['Natsumi, Kei', 'Ryukishi07']",Gangan Joker
Watashitachi no Shiawase na Jikan,11734,Manga,8,1,Finished,"['Drama', 'Romance', 'Slice of Life']",8.57,90,"['Yumeka, Sumomo']",Comic Bunch
Zense Coupling,128072,Manga,61,7,Finished,"['Romance', 'Supernatural']",8.09,546,"['Kakitsubata, Waka']",Palcy
Demi-chan wa Kataritai,82745,Manga,,,Publishing,"['Comedy', 'Fantasy']",7.73,1379,['Petosu'],Young Magazine the 3rd
Fetiple,118803,Manga,148,9,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.52,2406,"['Rurihara, Zurachy']",Magazine pocket
Kami nomi zo Shiru Sekai,7519,Manga,271,26,Finished,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",8.48,136,"['Wakaki, Tamiki']",Shounen Sunday
Kimi wa Houkago Insomnia,121213,Manga,,,Publishing,['Slice of Life'],8.48,136,"['Ojiro, Makoto']",Big Comic Spirits
Kono Subarashii Sekai ni Shukufuku wo!,80385,Manga,,,Publishing,"['Adventure', 'Comedy', 'Fantasy']",7.95,789,"['Watari, Masahito', 'Akatsuki, Natsume']",Dragon Age
Planetes,481,Manga,27,4,Finished,"['Award Winning', 'Drama', 'Sci-Fi', 'Slice of Life']",8.3,272,"['Yukimura, Makoto']",Morning
Shingetsutan Tsukihime,705,Manga,74,10,Finished,"['Action', 'Horror', 'Romance', 'Supernatural']",8.19,402,"['Type-Moon', 'Nasu, Kinoko', 'Sasaki, Shonen']",Dengeki Daioh
Solanin,3731,Manga,28,2,Finished,"['Drama', 'Slice of Life']",8.24,341,"['Asano, Inio']",Young Sunday (Weekly)
Uchi no Hentai Maid ni Osowareteru,114516,Manga,110,5,Finished,"['Comedy', 'Romance']",6.37,13969,['saku'],Comic Newtype
Yotsuba to!,104,Manga,,,Publishing,"['Award Winning', 'Comedy', 'Slice of Life']",8.87,23,"['Azuma, Kiyohiko']",Dengeki Daioh
Beast Master,3633,Manga,9,2,Finished,"['Comedy', 'Romance']",8,684,"['Motomi, Kyousuke']",Betsucomi
Boku no Kokoro no Yabai Yatsu,112807,Manga,,,Publishing,"['Comedy', 'Slice of Life']",7.79,1204,"['Sakurai, Norio']",Manga Cross
Half & Half,42545,Manga,14,2,Finished,"['Romance', 'Supernatural', 'Ecchi']",7.79,1209,"['Seo, Kouji']",Bessatsu Shounen Magazine
Hokuhokusei ni Kumo to Ike,97179,Manga,,,Publishing,"['Adventure', 'Mystery', 'Slice of Life']",7.86,979,"['Irie, Aki']",Harta
Kokou no Hito,7375,Manga,170,17,Finished,"['Drama', 'Sports']",8.62,73,"['Sakamoto, Shinichi']",Young Jump
Level E,1193,Manga,16,3,Finished,"['Comedy', 'Sci-Fi']",7.44,2976,"['Togashi, Yoshihiro']",Shounen Jump (Weekly)
Ningen Shikkaku,13290,Manga,12,3,Finished,['Drama'],8.1,535,"['Furuya, Usamaru', 'Dazai, Osamu']",Comic Bunch
Otoyomegatari,11514,Manga,,,Publishing,"['Award Winning', 'Drama', 'Romance']",8.56,95,"['Mori, Kaoru']",Harta
Shigeshoushi,544,Manga,42,7,Finished,"['Drama', 'Romance']",8.05,600,"['Mihara, Mitsukazu']",Feel Young
Aa toka Uu shika Ienai,134595,Manga,30,4,Finished,"['Comedy', 'Slice of Life']",7.26,4534,"['Kondou, Shouma']",MangaONE
Futari Escape,130414,Manga,,,Publishing,"['Comedy', 'Girls Love', 'Slice of Life']",7.3,4161,"['Taguchi, Shouichi']",Comic Yuri Hime
Kimi to Shiranai Natsu ni Naru,142042,Manga,,,Publishing,['Girls Love'],7.29,4245,['Key Yang'],Comic Yuri Hime
Koushin Koinu ni Koibumi wo,112393,Manga,26,5,Finished,"['Drama', 'Girls Love']",7.54,2284,"['Tamasaki, Tama']",Comic Yuri Hime
Niehime to Kemono no Ou,95920,Manga,89,15,Finished,"['Fantasy', 'Romance']",7.94,806,"['Tomofuji, Yuu']",Hana to Yume
Oinari JK Tamamo-chan!,111292,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Slice of Life']",7.28,4376,"['Yuuki, Rey']",Comic REX
Onna Tomodachi to Kekkon Shitemita.,131607,Manga,,,Publishing,"['Girls Love', 'Slice of Life']",7.29,4235,"['Usui, Shio']",Comic Yuri Hime
Sewayaki Kitsune no Senko-san,111276,Manga,,,Publishing,"['Comedy', 'Romance', 'Supernatural']",7.87,947,['Rimukoro'],Comic Newtype
Shikanoko Nokonoko Koshitantan,135455,Manga,,,Publishing,['Comedy'],,29693,['Oshioshio'],Shounen Magazine Edge
Watashi ni Tenshi ga Maiorita!,106175,Manga,,,Publishing,"['Comedy', 'Girls Love']",7.45,2851,"['Mukunoki, Nanatsu']",Comic Yuri Hime
Watashi no Oshi wa Akuyaku Reijou.,129361,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Girls Love']",7.77,1270,"['Aono, Sumio', 'Inori.']",Comic Yuri Hime
Byousoku 5 Centimeter,23419,Manga,11,2,Finished,"['Drama', 'Romance']",7.99,700,"['Shinkai, Makoto', 'Seike, Yukiko']",Afternoon
Doubutsu no Kuni,16668,Manga,56,14,Finished,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Fantasy']",7.83,1072,"['Raiku, Makoto']",Bessatsu Shounen Magazine
Fullmetal Alchemist,25,Manga,116,27,Finished,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",9.06,6,"['Arakawa, Hiromu']",Shounen Gangan
"Fuwafuwa, Futashika, Yume Mitai",120212,Manga,11,1,Finished,"['Drama', 'Girls Love', 'Erotica']",,,"['Hakamada, Mera']",Galette
Gahi-chan!,130280,Manga,,,Publishing,"['Comedy', 'Supernatural', 'Ecchi']",,28762,['Chirotata'],"Comic Dengeki Daioh ""g"""
Girl Friends,3102,Manga,35,5,Finished,['Girls Love'],8.13,485,"['Morinaga, Milk']",Comic High!
Honey Rabbit!,21629,Manga,7,1,Finished,"['Comedy', 'Romance']",7.08,6609,"['Kuwahara, Souta']",ARIA
"Ichido dake demo, Koukai Shitemasu.",120716,Manga,21,3,Finished,"['Comedy', 'Girls Love', 'Romance']",7.89,913,"['Miyahara, Miyako']",Dengeki Daioh
Ikemensugi desu Shiki-senpai!,116319,Manga,11,2,Finished,"['Comedy', 'Girls Love']",7.2,5182,['Yuama'],Comic Yuri Hime
Kanojo ni Naritai Kimi to Boku,118862,Manga,51,,Finished,"['Drama', 'Romance']",7.47,2765,"['Takase, Umi']",Ganma!
Kigurumi Planet,20120,Manga,14,2,Finished,"['Boys Love', 'Comedy']",7.11,6173,"['Mamahara, Ellie']",Chara
Kiseijuu,401,Manga,64,10,Finished,"['Action', 'Award Winning', 'Horror', 'Sci-Fi']",8.39,196,"['Iwaaki, Hitoshi']",Afternoon
Konjiki no Gash!!,869,Manga,323,33,Finished,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Supernatural']",8.34,230,"['Raiku, Makoto']",Shounen Sunday
Majin Tantei Nougami Neuro,674,Manga,203,23,Finished,"['Mystery', 'Supernatural']",8.13,483,"['Matsui, Yuusei']",Shounen Jump (Weekly)
Majo ga Koisuru 5-byoumae,118454,Manga,4,1,Finished,"['Comedy', 'Fantasy', 'Girls Love']",7.28,4386,"['Sumiya, Zeniko']",Comic Yuri Hime
Mendokusagari Danshi ga Asa Okitara Onnanoko ni Natteita Hanashi,121156,Manga,27,3,Finished,['Comedy'],6.81,9836,"['Kobayashi, Kina']",Manga UP!
Ohimesama no Himitsu,56113,Manga,7,1,Finished,"['Comedy', 'Girls Love']",7.37,3539,"['Morinaga, Milk']","Hirari,"
Otasuke Miko Miko-chan,32961,Manga,10,2,Finished,"['Comedy', 'Fantasy']",6.62,11917,['Hiroichi'],WAaI!
Poor Poor Lips,11865,Manga,75,4,Finished,"['Comedy', 'Girls Love', 'Slice of Life']",7.73,1388,"['Gotou, Hayako']",Manga Life
Senpai ga Oyobi desu!,111797,Manga,28,2,Finished,"['Comedy', 'Slice of Life']",6.76,10410,['Musshu'],Manga Time Kirara Carat
Still Sick,116472,Manga,26,3,Finished,"['Girls Love', 'Slice of Life']",7.7,1521,['Akashi'],MAGxiv
Tamayura Kitsune,102893,Manga,8,1,Finished,"['Drama', 'Romance', 'Supernatural']",6.95,8243,['Isshiki'],Comic Ruelle
Uzaki-chan wa Asobitai!,114417,Manga,,,Publishing,"['Comedy', 'Slice of Life', 'Ecchi']",7.34,3751,['Take'],Dra-Dra-Dragon Age
Watashi no Kobushi wo Uketomete!,116355,Manga,23,4,Finished,"['Comedy', 'Girls Love', 'Slice of Life']",7.26,4578,['murata'],Young Ace UP
"Zenryaku, Yuri no Sono yori",44441,Manga,17,2,Finished,"['Comedy', 'Girls Love', 'Slice of Life']",7.39,3366,"['Suga, Atsushi']",Tsubomi
Hana ni Arashi,111857,Manga,,,Publishing,['Girls Love'],7.77,1266,"['Kobachi, Ruka']",Sunday Webry
Kidou Senshi Moon Gundam,109783,Manga,,,Publishing,"['Action', 'Sci-Fi']",,25028,"['Fukui, Harutoshi', 'Kosai, Takayuki']",Gundam Ace
Kurosagi Shitai Takuhaibin,1161,Manga,,,Publishing,"['Comedy', 'Drama', 'Horror', 'Mystery', 'Supernatural']",7.78,1230,"['Otsuka, Eiji', 'Yamazaki, Housui']",Young Ace
Nidome no Yuusha wa Fukushuu no Michi wo Warai Ayumu,112894,Manga,,,Publishing,"['Action', 'Adventure', 'Drama', 'Fantasy']",6.64,11748,"['Kizuka, Nero', 'Yomoya, Yamo']",ComicWalker
Number Girl,59345,Manga,51,3,Finished,"['Comedy', 'Slice of Life']",7.08,6595,"['Tanigawa, Nico']","Comic Dengeki Daioh ""g"""
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,107566,Manga,,,Publishing,"['Comedy', 'Drama', 'Fantasy', 'Romance']",7.84,1029,"['Hidaka, Nami', 'Yamaguchi, Satoru']",Comic ZERO-SUM
Shourai-teki ni Shindekure,106215,Manga,42,7,Finished,"['Comedy', 'Girls Love']",6.66,11578,"['Nagato, Chihiro']",Bessatsu Shounen Magazine
Dear Noman,123507,Manga,14,2,Finished,"['Girls Love', 'Supernatural']",7.09,6426,['Neji'],G's Comic Anothers
FullMaPla,97225,Manga,22,2,Finished,"['Comedy', 'Slice of Life']",6.88,9026,['Cool-kyou Shinja'],"Comic Dengeki Daioh ""g"""
Kanojo wa Rokurokubi,90800,Manga,23,4,Finished,"['Comedy', 'Supernatural']",7.2,5128,"['Nieki, Zui']",Bessatsu Shounen Magazine
Kitsune no Akuma to Kuroi Grimoire,37219,Manga,27,4,Finished,"['Action', 'Fantasy', 'Ecchi']",6.92,8540,"['Tachibana, Yuu']",Shounen Ace
Skeeter Rabbit!!,116685,Manga,19,2,Finished,"['Comedy', 'Ecchi']",5.96,15154,['Uran'],Young Animal
"Watashi wo Tabetai, Hitodenashi",129656,Manga,,,Publishing,"['Drama', 'Girls Love', 'Supernatural']",7.46,2848,"['Naekawa, Sai']",Dengeki Maoh
Dengeki Daisy,5255,Manga,80,16,Finished,"['Comedy', 'Drama', 'Romance']",8.32,250,"['Motomi, Kyousuke']",Betsucomi
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu: Oishii Mono wo Tabesasete Oshare wo Sasete, Sekaiichi Shiawase na Shoujo ni Produce!",130629,Manga,,,Publishing,"['Comedy', 'Fantasy', 'Romance']",7.17,5557,"['Katsura, Ichiho', 'Fukada, Sametarou']",Comic PASH!
Nidoto Ie ni wa Kaerimasen!,131014,Manga,,,Publishing,"['Fantasy', 'Romance']",,28908,"['Yuuki, Jirou', 'Milligram']",Comic Gardo
Pink Heart Jam,130279,Manga,,,Publishing,"['Boys Love', 'Erotica']",7.89,,['Shikke'],Mellow Kiss
Queen's Quality,90334,Manga,,,Publishing,"['Romance', 'Supernatural']",7.95,775,"['Motomi, Kyousuke']",Betsucomi
The Legend of the Northern Blade,134744,Manhwa,,,Publishing,"['Action', 'Adventure', 'Fantasy']",8.43,160,"['Woogack', 'Hae, Min']",Kakao
17-sai,14855,Manga,4,1,Finished,['Romance'],6.56,12543,"['Mikimoto, Rin']",Bessatsu Friend
Akai Ringo no Nakami Jijou,113061,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.67,,['Masui'],Hanamaru Manga
Akuyaku Reijou nanode Last Boss wo Kattemimashita,118732,Manga,15,3,Finished,"['Comedy', 'Fantasy', 'Romance']",7.52,2408,"['Nagase, Sarasa', 'Yuzu, Anko']",Comp Ace
Ao ni Naku,113603,Manga,11,2,Finished,"['Boys Love', 'Drama', 'Supernatural']",7.3,4079,['Shaku'],gateau
Blue Phobia,107356,One-shot,1,,Finished,[],6.76,10430,"['Tsuruyoshi, Eri']",Young Jump
Blue Phobia,111571,Manga,18,2,Finished,"['Action', 'Supernatural']",6.59,12266,"['Tsuruyoshi, Eri']",Young Jump
Bokura ga Ai wo Sakebu Toki,116533,Manga,12,3,Finished,['Romance'],7.14,5822,"['Kitagawa, Yuka']",Bessatsu Friend
Fuck Buddy,116075,Manga,8,1,Finished,"['Boys Love', 'Drama', 'Erotica']",6.99,,['Hinako'],Baby
Hikyoumono dato Waratte Kure,128524,Manga,6,1,Finished,"['Boys Love', 'Drama', 'Erotica']",,,['Mitsuko'],Baby
Kamichama Karin Chu,2575,Manga,27,7,Finished,"['Drama', 'Fantasy', 'Romance']",7.71,1475,['Koge-Donbo*'],Nakayoshi
Kimi ga Kirai na Koi no Hanashi,109293,Manga,8,2,Finished,['Romance'],7.46,2836,['sora'],Bessatsu Friend
Kimi tte Yatsu wa Konna ni mo,124670,Manga,6,1,Finished,"['Boys Love', 'Erotica']",7.41,,"['Fumikawa, Jimi']",B.Pilz
Kono Koi wa Fukami-kun no Plan ni wa Nai.,112885,Manga,32,3,Finished,"['Comedy', 'Romance', 'Slice of Life']",7.23,4832,"['Hino, Natsumi']",Manga Home
Kyou no Kira-kun,35035,Manga,36,9,Finished,"['Drama', 'Romance']",7.9,899,"['Mikimoto, Rin']",Bessatsu Friend
Mikansei demo Koi ga Ii,124835,Manga,12,3,Finished,['Romance'],7.28,4390,"['Kurachi, Yone']",Dessert
My Home Your One Room,130720,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.95,,"['Tsukizuki, Yoshi']",aQtto!
Powder Snow Melancholy,95905,Manga,12,2,Finished,"['Boys Love', 'Erotica']",7.08,,"['Tsukahara, Saki']",Qpa
QQ Sweeper,67397,Manga,15,3,Finished,"['Comedy', 'Romance', 'Supernatural']",7.67,1637,"['Motomi, Kyousuke']",Betsucomi
Replay,131803,Manga,8,1,Finished,"['Boys Love', 'Drama', 'Erotica']",7.4,,"['Tsukahara, Saki']",Lynx
Seitokai Yakuin toshite Mondaiji wo Kousei saseteitara Nazeka Love Comedy ni Natteita Ken,128102,Manga,7,1,Finished,"['Boys Love', 'Comedy', 'Erotica']",7.05,,"['Hashimoto, Mitsu']",Mellow Kiss
Shishunki Cherry Bullet,137054,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.1,,['Natsuwo'],G-Lish
Tenjite Koi to Iki,126901,Manga,6,1,Finished,"['Boys Love', 'Supernatural', 'Erotica']",7.32,,"['Hayane, Dentou']",WEBLink
The Villain's Savior,129296,Manhwa,87,,Finished,"['Drama', 'Fantasy', 'Romance']",6.92,8623,"['Myoung Rang', 'Zetson']",Daum Webtoon
Wakarazuya no Renai Houteishiki,96493,Manga,6,1,Finished,"['Boys Love', 'Erotica']",6.86,,"['Sakura, Rico']",B's-LOVEY recottia
Hadashi de Bara wo Fume,5272,Manga,57,9,Finished,"['Drama', 'Romance']",7.49,2595,"['Ueda, Rinko']",Margaret
"Monster ga Afureru Sekai ni Natta node, Suki ni Ikitai to Omoimasu",118652,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.03,7270,"['Larsan', 'Yosshaa!']",Manga UP!
A Returner's Magic Should Be Special,132247,Manhwa,,,Publishing,"['Action', 'Fantasy']",7.6,1962,"['Yu, So-nan', 'Uk-jakga']",Kakao
Ikidaore mo Dekinai Konna Isekai ja,127283,Manga,14,2,Finished,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",6.63,11868,"['Matsui, Tommy', 'Natsuno, Yoruko']",B's-LOG Comic
Ore no Aoharu wa Watasanai,131418,Manga,7,1,Finished,"['Boys Love', 'Erotica']",7.16,,"['Katou, Susu']",Chara Selection
"Shi ni Modori, Subete wo Sukuu Tame ni Saikyou e to Itaru @comic",121989,Manga,,,Publishing,"['Action', 'Adventure', 'Fantasy']",6.86,9234,"['Oota, Youkan', 'Shiryu']",MangaONE
"Tensei shichatta yo (Iya, Gomen)",93114,Manga,,,Publishing,['Fantasy'],6.76,10430,"['Yatoyaniwa', 'Headphone Samurai']",AlphaPolis Web Manga
Tomb Raider King,130216,Manhwa,,,Publishing,"['Action', 'Adventure', 'Fantasy']",7.48,2697,"['Sanji Jiksong', '3B2S']",Kakao
Tower of God,122663,Manhwa,,,Publishing,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",8.44,158,['SIU'],Naver Webtoon
Wind Breaker,103237,Manhwa,,,Publishing,"['Action', 'Drama', 'Sports']",8.65,65,"['Jo, Yongseok']",Naver Webtoon
11-nin Iru!,18752,Manga,4,1,Finished,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",7.25,4704,"['Hagio, Moto']",Betsucomi
20th Century Boys,3,Manga,249,22,Finished,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",8.95,13,"['Urasawa, Naoki']",Big Comic Spirits
21st Century Boys,743,Manga,16,2,Finished,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",8.42,171,"['Urasawa, Naoki']",Big Comic Spirits
Akira,664,Manga,120,6,Finished,"['Action', 'Award Winning', 'Sci-Fi']",8.69,53,"['Otomo, Katsuhiro']",Young Magazine (Weekly)
Billy Bat,11054,Manga,165,20,Finished,"['Drama', 'Mystery', 'Supernatural']",8.42,173,"['Urasawa, Naoki', 'Nagasaki, Takashi']",Morning
D.Gray-man,24,Manga,,,Publishing,"['Action', 'Adventure']",8.29,284,"['Hoshino, Katsura']",Jump SQ.Rise
Devilman,1474,Manga,53,5,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi', 'Supernatural']",8.02,659,"['Nagai, Go']",Shounen Magazine (Weekly)
Honomieru Shounen,129547,Manga,32,4,Finished,"['Action', 'Horror', 'Supernatural']",6.73,10734,"['Matsuura, Kento', 'Gotou, Tougo']",Shounen Jump (Weekly)
Look Back,138673,One-shot,,1,Finished,"['Drama', 'Slice of Life']",8.43,161,"['Fujimoto, Tatsuki']",Shounen Jump+
Monster,1,Manga,162,18,Finished,"['Award Winning', 'Drama', 'Mystery']",9.1,5,"['Urasawa, Naoki']",Big Comic Original
MW,1677,Manga,26,3,Finished,['Drama'],7.59,2010,"['Tezuka, Osamu']",Big Comic
Pluto,745,Manga,65,8,Finished,"['Action', 'Award Winning', 'Mystery', 'Sci-Fi']",8.61,74,"['Urasawa, Naoki', 'Tezuka, Osamu']",Big Comic Original
Pocket Monsters Special,928,Manga,,,Publishing,"['Action', 'Adventure']",8.12,491,"['Kusaka, Hidenori', 'Yamamoto, Satoshi', 'Mato']",CoroCoro Comic
Red Hood,137812,Manga,23,3,Finished,"['Action', 'Adventure', 'Fantasy']",6.46,13398,"['Kawaguchi, Yuuki']",Shounen Jump (Weekly)
Rurouni Kenshin: Meiji Kenkaku Romantan,22,Manga,259,28,Finished,"['Action', 'Drama']",8.57,88,"['Watsuki, Nobuhiro']",Shounen Jump (Weekly)
Samurai 8: Hachimaru Den,117133,Manga,43,5,Finished,"['Action', 'Sci-Fi']",5.79,15308,"['Kishimoto, Masashi', 'Ookubo, Akira']",Shounen Jump (Weekly)
Sayonara ga Chikai no de,4307,One-shot,1,,Finished,[],6.92,8532,"['Yukimura, Makoto']",Evening
Summertime Render,110031,Manga,139,13,Finished,"['Mystery', 'Supernatural', 'Suspense']",7.86,991,"['Tanaka, Yasunori']",Shounen Jump+
Tsubasa: RESERVoir CHRoNiCLE,9,Manga,233,28,Finished,"['Action', 'Adventure', 'Drama', 'Fantasy']",8.31,259,['CLAMP'],Shounen Magazine (Weekly)
Holyland,3285,Manga,182,18,Finished,['Action'],8.47,140,"['Mori, Kouji']",Young Animal
Kamigami no Itadaki,4625,Manga,47,5,Finished,"['Adventure', 'Drama', 'Mystery', 'Sports']",8.22,360,"['Yumemakura, Baku', 'Taniguchi, Jiro']",Business Jump
Manshuu Ahen Squad,125732,Manga,,,Publishing,['Action'],7.41,3183,"['Monma, Tsukasa', 'Shikako']",Young Magazine (Weekly)
Sunny,23571,Manga,37,6,Finished,"['Award Winning', 'Drama']",8.25,329,"['Matsumoto, Taiyou']",Ikki
Tokyo Babylon,133,Manga,18,7,Finished,"['Boys Love', 'Drama', 'Fantasy', 'Supernatural']",8.03,640,['CLAMP'],Wings
X,27,Manga,158,18,On Hiatus,"['Action', 'Drama', 'Fantasy', 'Supernatural']",8.11,518,['CLAMP'],Asuka (Monthly)
Akatsuki no Yona,21525,Manga,,,Publishing,"['Action', 'Comedy', 'Fantasy', 'Romance']",8.83,29,"['Kusanagi, Mizuho']",Hana to Yume
Ao no Hako,135545,Manga,,,Publishing,"['Romance', 'Sports']",7.82,1093,"['Miura, Kouji']",Shounen Jump (Weekly)
Asadora!,116000,Manga,,,Publishing,['Drama'],7.66,1671,"['Urasawa, Naoki']",Big Comic Spirits
Boushoku no Berserk: Ore dake Level to Iu Gainen wo Toppa suru the Comic,113958,Manga,,,Publishing,"['Action', 'Fantasy']",6.97,8026,"['Takino, Daisuke', 'Isshiki, Ichika']",Comic Ride
